Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,1352,LM2902N Dip-14,2,K23.2,,,,,,
,1353,D7528AC Dip-42,1,K24.1,,,,,,
,1354,CNY74-4 Dip-16,1,K24.2,,,,,,
,1355,HE721A0510,3,K25.1,,,,,,
,1356,HIN202 / MAX232 Sop-16 (P),7,K25.2,,,,,,
,1357,24C02 Dip-8,3,K26.1,,,,,,
,1358,CD4021 Dip-16,1,K26.2,,,,,,
,1359,,,,,,,,,
,1360,,,,,,,,,
,1361,,,,,,,,,
,1362,,1,K27.1,,,,,,
,1363,CD4051 Dip-16,2,K27.2,,,,,,
,1364,CD4051 Sop-16,3,k27.2,,,,,,
,1365,LM2596T-5.0V To-220,1,k28.1,,,,,,
,1366,Retificador 30v 200mA BAT42 ,1,K28.2,,,,,,
,1367,IR2103 Dip-8,1,K29.1,,,,,,
,1368,D7528AC,2,K29.2,,,,,,
,1369,SAB 80C535-16 PLCC-68,1,K30.1,,,,,,
,1370,DG303ACJ Dip-14,2,K30.2,,,,,,
,1371,MC661P Dip-14,2,K31.1,,,,,,
,1372,LF444CN Dip-14,2,K31.2,,,,,,
,1373,Conversor 18-36V Saida 12v EC4A12,1,K32.1,,,,,,
,1374,HEF4518BP Dip-16,2,K32.2,,,,,,
,1375,CD4050BE Dip-16,6,K33.1,,,,,,
,1376,MC14538B Dip-16,5,K33.2,,,,,,
,1377,MC14538 Tssop-16,1,K33.2,,,,,,
,1378,MC14538 Sop-16,1,K33.2,,,,,,
,1379,Micro Switch 12x12x12,2,K34.1,,,,,,
,1380,SN75C1406  Soic-16,1,K34.2,,,,,,
,1381,SN75C1406 Tsop-16,1,K34.2,,,,,,
,1382,Capacitor Poliester 470nF 63V,5,K35.1,,,,,,
,1383,Capacitor Ceramico 470nF 63v SMD 1206,2,K35.1,,,,,,
,1384,EP610PC-25 Dip-24,1,K35.2,,,,,,
,1385,GAL16V8 Dip-20,3,K36.1,,,,,,
,1386,7660 Dip-8,1,K36.2,,,,,,
,1387,7660 Soic-8,1,K36.2,,,,,,
,1388,Diodo Schottky 100v 3A SB3100,2,K37.1,,,,,,
,1389,180uF 400V,1,K37.2,,,,,,
,1390,"Fusivel Automotivo 7,5A Marron",5,K38.1,,,,,,
,1391,IGBT 1200v 50A FGA25N120   To-247,1,K38.2,,,,,,
,1392,MC14106BG Soic-14,1,K39.1,,,,,,
,1393,U1660G To-220 Isolado,3,K39.2,,,,,,
,1394,U1660G To-220,4,K39.2,,,,,,
,1395,Capacitor 150uf 400v,1,K40.1,,,,,,
,1396,UT62256SC-70LL SMD-28,1,K40.2,,,,,,
,1397,CARTÃO DE MEMORIA,2,,,,,,,
,1398,ULN2065B Dip-16,1,K41.1,,,,,,
,1399,74LS125 Dip-14,3,K41.2,,,,,,
,1400,Capacitor 220uF 400v (P),1,K42.1,,,,,,
,1401,"Capacitor 220uF 400v 30x25,4mm",0,K42.1,,,,,,
,1402,74ALS541 Dip-20,1,K42.2,,,,,,
,1403,74ALS520 Dip-20,1,K43.1,,,,,,
,1404,Rele G6B-1114P-US 24Vdc 5A ,0,K43.2,,,,,,
,1405,"FUSIVEL 32A 500V 14,5x50",1,K44.1,,,,,,
,1406,75HVD1176D So-8 (VN1176),1,K44.2,,,,,,
,1407,Fusível 50A 500V (A50QS50-4Y),1,K45.1,,,,,,
,1408,SN75175 Dip-16,1,K45.2,,,,,,
,1409,Fusivel 30A 450V,1,k46.1,,,,,,
,1410,AM26C32CDR Soic-16,1,k46.2,,,,,,
,1411,Rele EC2-12NU,7,K47.1,,,,,,
,1412,Rele 24Vdc 1A G5V-1,2,K47.2,,,,,,
,1413,"Fusivel 6,3A SMD G",2,K48.1,,,,,,
,1414,Capacitor 150uF 50V,0,K48.2,,,,,,
,1415,Capacitor 47uF 16v,10,L1.1,,,,,,
,1416,Capacitor 47uF 16v SMD,4,L1.1,,,,,,
,1417,Mosfet 500v 14A IRFP450 To-247,6,L1.2,,,,,,
,1418,MC79L05 Soic-8,5,L2.1,,,,,,
,1419,MC79L05 To-92,1,L2.1,,,,,,
,1420,47nF Ceramico,5,L2.2,,,,,,
,1421,Diodo Zener 15v 5w 1N5352B,1,L3.1,,,,,,
,1422,Capacitor 6800uF 16V,3,L3.2,,,,,,
,1423,Capacitor 22uF 63V (P),20,L4.1,,,,,,
,1424,Capacitor 1500uF 50V,4,L4.2,,,,,,
,1425,Sensor Hall A1104 (marking 04E),1,L5.1,,,,,,
,1426,Capacitor 2200uf 16v Axial,15,L5.2,,,,,,
,1427,Finder 36.11.9.005.4011 Rele 5v 10A 5pinos,2,L6.1,,,,,,
,1428,Fusivel Philips 4A,2,L6.2,,,,,,
,1429,74HC4050 Soic-16,4,L7.1,,,,,,
,1430,74HC4051 Soic-16,4,L7.2,,,,,,
,1431,Capacitor Poliester 2200pF,1,L8.1,,,,,,
,1432,X24C01P  Dip-8,1,L8.2,,,,,,
,1433,PU2211 Tssop-16,2,L9.1,,,,,,
,1434,VN10K  To-92,5,L9.2,,,,,,
,1435,Retificador 600v 30A FFH30S60S To-220,2,L10.1,,,,,,
,1436,74AC245M Sop-20,3,L10.2,,,,,,
,1437,Escova de Carvao Aspirador,2,L11.1,,,,,,
,1438,2N5631 To-3,4,L11.2,,,,,,
,1439,MP2400B To-3,2,L12.1,,,,,,
,1440,1853-0421 (2N4398) To-3,3,L12.2,,,,,,
,1441,5331-1J Dip-16,1,L13.1,,,,,,
,1442,Varistor S20K175 175V,1,L13.2,,,,,,
,1443,Varistor S20K510 510V,1,L14.1,,,,,,
,1444,Varistor S20K431 430V,3,L14.2,,,,,,
,1445,Varistor S14K230 230V,2,L15.1,,,,,,
,1446,Varistor S14K25 25V,1,L15.2,,,,,,
,1447,Varistor S14K460 460v,4,L16.1,,,,,,
,1448,Varistor S10K460 460v,1,L16.2,,,,,,
,1449,Varistor S10K150 150v,0,L17.1,,,,,,
,1450,Varistor S10K50 50v,1,L17.2,,,,,,
,1451,Varistor 4406517,3,L18.1,,,,,,
,1452,ICM41256M-12 Dip-16,4,L18.2,,,,,,
,1453,1826-601 To-18,1,L19.1,,,,,,
,1454,Resistor 123.5R 1% 1/2w,9,L19.2,,,,,,
,1455,CA3039 To-18,2,L20.1,,,,,,
,1456,Varistor S14K60 60v,10,L20.2,,,,,,
,1457,Varistor 20D201K 170V,5,L21.1,,,,,,
,1458,MPSL51 To-92,20,L21.2,,,,,,
,1459,2N6027 To-92,2,L22.1,,,,,,
,1460,2N3704 To-92,4,L22.2,,,,,,
,1461,Diodo Supressor 1.5KE62CA Bi-Direcional,3,L23.1,,,,,,
,1462,MAX308 So-16,2,L23.2,,,,,,
,1463,MAX241CWI Sop-28,1,L24.1,,,,,,
,1464,LTC1062CSW Tsop-16,3,L24.2,,,,,,
,1465,ADM3202 Soic-16,1,L25.1,,,,,,
,1466,MAX202 Dip-16,1,L25.2,,,,,,
,1467,MAX202 Soic-16,1,L25.2,,,,,,
,1468,Capacitor Poliester 330nF 250V,2,L26.1,,,,,,
,1469,HEF4011BP Dip-14 / mc14011bcp,6,L26.2,,,,,,
,1470,HEF4011 Soic-14,2,L26.2,,,,,,
,1471,SN75177BP Dip-8,2,L27.1,,,,,,
,1472,MC74HC195N Dip-16,1,L27.2,,,,,,
,1473,Mosfet 100v FQT7N10LTF To-223,5,L28.1,,,,,,
,1474,74LS05 Dip-14,1,L28.2,,,,,,
,1475,CD4043 Dip-16,3,L29.1,,,,,,
,1476,"Diodo Supressor 1,5KE150A Uni-Direcional",0,L29.2,,,,,,
,1477,Transistor 100v 6A NPN TIP41C To-220,5,L30.1,,,,,,
,1478,Diodo Retificador 1300v 3A BY255GP,4,L30.2,,,,,,
,1479,SD74HC20 Soic-14,16,L31.1,,,,,,
,1480,74HC20 SOP-14,1,L31.1,,,,,,
,1481,CD4016BCN Dip-14,1,L31.2,,,,,,
,1482,Transistor 100v 6A PNP TIP42C To-220,3,L32.1,,,,,,
,1483,CD4503BE Dip-16,1,L32.2,,,,,,
,1484,CD4001BE Dip-14,3,L33.1,,,,,,
,1485,74HC640 Sop-20,1,L33.2,,,,,,
,1486,C2458 To-92,1,L34.1,,,,,,
,1487,74AC00 Soic-14,1,L34.2,,,,,,
,1488,T74LS139B1 Dip-16,10,L35.1,,,,,,
,1489,LM13700M Soic-16,4,L35.2,,,,,,
,1490,2N2907 To-18,1,L36.1,,,,,,
,1491,74F269 Dip-28,3,L36.2,,,,,,
,1492,TD62706P Dip-16,2,L37.1,,,,,,
,1493,A92 To-92,2,L37.2,,,,,,
,1494,FEMP510EBC To-92,5,L38.1,,,,,,
,1495,BC2532 To-92,3,L28.2,,,,,,
,1496,GD75232 Sop-20,3,L39.1,,,,,,
,1497,NTE7039 Zip-13,1,L39.2,,,,,,
,1498,Transistor 80v 8A BDX93 To-3,1,L40.1,,,,,,
,1499,EM9304 To-3,2,L40.2,,,,,,
,1500,MC74VHC257D Tsop-16,2,L41.1,,,,,,
,1501,Triac 1200v 25a TPDV1225 To-247,1,L41.2,,,,,,
,1502,74HC4017D Soic-16,8,L42.1,,,,,,
,1503,NTE703,1,L42.2,,não comprado,,,,
,1504,IGBT 600v 17A G4BC30FD To-220,2,L43.1,,,,,,
,1505,TL074C  Soic-14,5,L43.2,,,,,,
,1506,UC3842 soic-14,2,L44.1,,,,,,
,1507,UC3842 Soic-8,0,L44.1,,,,,,
,1508,UC3844 Dip-8,7,L44.2,,não comprado,,,,
,1509,UC3844 Soic-8,14,L44.2,,,,,,
,1510,UC3844 Soic-14,4,L44.2,,,,,,
,1511,74HCt02 Dip-14,3,L45.1,,,,,,
,1512,74AC14 soic-14,11,L45.2,,,,,,
,1513,UC3854DW Tsop-16,2,L46.1,,,,,,
,1514,UC3854BN Dip-16,3,L46.1,,,,,,
,1515,74F38 Soic-14,10,L46.2,,,,,,
,1516,CY62256LL Dip-28,1,L47.1,,,,,,
,1517,MC3487N Dip-16,4,L47.2,,,,,,
,1518,PALCE16V8H Dip-20,2,L48.1,,,,,,
,1519,HCPL2601 Dip-8,1,L48.2,,,,,,
,1520,LM2574N Dip-8,1,M1.1,,,,,,
,1521,LM2574HVM Tsop-14,1,M1.1,,,,,,
,1522,CA748 To-18,1,M1.2,,,,,,
,1523,74HC175 SOIC-16,7,M2.1,,,,,,
,1524,74HC175 Dip-16,8,M2.1,,,,,,
,1525,F1447060S7292 Dip-18,3,M2.2,,,,,,
,1526,MP1593DN Soic-8,1,M3.1,,,,,,
9.0,1527,AD822A  Soic-8,1,M3.2,,,,,,
,1528,BDW93C  To-220,1,M4.1,,,,,,
,1529,Retificador 1200v 35A 40TPS12 To-247,5,M4.2,,,,,,
,1530,TL16C550CFN PLCC-40,1,M5.1,,,,,,
,1531,  BAT54S Sot-23 (marking code IL44K ),3,M5.2,,,,,,
,1532,SN75451BP Dip-8,1,M6.1,,,,,,
,1533,SN75451 Soic-8,1,M6.1,,,,,,
,1534,UA9636CPE Dip-8,2,M6.2,,,,,,
,1535,UA9636 Soic-8,2,M6.2,,,,,,
,1536,BC546 To-92,6,M7.1,,,,,,
,1537,AM28F010  PLCC-32,2,M7.2,,,,,,
,1538, DTA123JKAT Sot-23 (marking code E32),10,M8.1,,,,,,
,1539, MMBT4401 Sot-23 (marking code 12X),6,M8.2,,,,,,
,1540,BSR16 Sot-23 (marking code T8),4,M9.1,,,,,,
,1541,1.5SMC27AT3G SMD (marking code 27A),5,M9.2,,,,,,
,1542,TC962CPA Dip-8,1,M10.1,,,,,,
,1543,Varistor S10K150 150v,0,M10.2,,,,,,
,1544,TDF1778,1,M11.1,,,,,,
,1545,AD586J Soic-8,1,M11.2,,,,,,
,1546,"RESISTOR  33R 0,1W 1% SMD 0805",7,"M12,1",,,,,,
,1547,FMMT720  Sot-23,12,M12.2,,,,,,
,1548,"RESISTOR 33R 0,063W 5% SMD 0603",9,M13.1,,,,,,
,1549,"RESISTOR  33R 0,125W 1% SMD 1206",8,M13.2,,,,,,
,1550,Diodo SMS B32929B ,1,M14.1,,,,,,
,1551, Diodo Zener 15V 1W 1N4744,2,M14.2,,,,,,
,1552,CD4027 Dip-16,7,M15.1,,,,,,
,1553,CA3130 Dip-8,1,M15.2,,,,,,
,1554,PC846 Dip-16,2,M16.1,,,,,,
,1555,MK4027N-3 Dip-16,1,M16.2,,,,,,
,1556,SN74ALS245 Dip-20,4,M17.1,,,,,,
,1557,SN74ALS245 WideSoic-20,4,M17.1,,,,,,
,1558,Transistor 900v 5A 2SK794 To-247,2,M17.2,,,,,,
,1559,Buzzer 21N30P,1,M18.1,,,,,,
,1560,MAX250 Dip-14,2,M18.2,,,,,,
,1561,74HC04 Dip-14,13,M19.1,,,,,,
,1562,74HC04 Soic-14,8,M19.1,,,,,,
,1563,Capacitor 1500uF 25V,5,M19.2,,,,,,
,1564,MC74HCT14AN Dip-14,4,M20.1,,,,,,
,1565,SN74HC32N Dip-14,2,M20.2,,,,,,
,1566,SN74HC32 Tssop-14,5,M20.2,,,,,,
,1567,SN74HC32 Soic-14,16,M20.2,,,,,,
,1568,74HC244 WideSoic-20,7,M21.1,,,,,,
,1569,74HC244 Tsop-20,2,M21.1,,,,,,
,1570,74HC244 Dip-20,7,M21.1,,,,,,
,1571,SN74HC574 Dip-20,3,M21.2,,,,,,
,1572,SN74HC574 WideSoic-20,9,M21.2,,,,,,
,1573,,,,,,,,,
,1574,,,,,,,,,
,1575,TL497 Dip-14,1,M22.2,,,,,,
,1576,Capacitor Poliester 470nF 530V ,1,M23.1,,,,,,
,1577,Diodo Zener 13v 1N945 ,1,M23.2,,,,,,
,1578,TD62083AP Dip-18,1,M24.1,,,,,,
,1579,Diodo Supressor P6KE250CA Bi-Direcional,5,M24.2,,,,,,
,1580,,,,,,,,,
,1581,74VHC02 Soic-14,7,M25.2,,,,,,
,1582,Transistor 700v 14A BUH1015HI To-247 Isolado,4,M26.1,,,,,,
,1583,Capacito Poliester 10nF 400V,5,M26.2,,,,,,
,1584,HCF4018B Dip-16,2,M27.1,,,,,,
,1585,FDN357N Sot-23 (marking code 357),3,M27.2,,,,,,
,1586,SN74HC00 Soic-14,16,M28.1,,,,,,
,1587,SN74HC00 Sop-14,1,M28.1,,,,,,
,1588,Capacitor Poliester 100nF 400v ,6,M28.2,,,,,,
,1589,BC307 To-92,3,M29.1,,,,,,
,1590,BC237 To-92,15,M29.2,,,,,,
,1591,CNY17-3 Dip-6,7,M30.1,,,,,,
,1592,2SC9014 To-92,1,M30.2,,,,,,
,1593,Borne c/ 3 contatos,4,M31.1,,,,,,
,1594,,,,,,,,,
,1595,2N7000 To-92,11,M32.1,,,,,,
,1596,Varistor 14D271K 175v,1,M32.2,,,,,,
,1597,Retificador 1000v 3A 1N5408,4,M33.1,,,,,,
,1598,Capacitor 330uF 200v,1,M33.2,,,,,,
,1599,Resistor 1K8 1W,4,M34.1,,,,,,
,1600,Varistor S20K460 460v,1,M34.2,,,,,,
,1601,Diodo Retificador 800v 6A 6A8,2,M35.1,,,,,,
,1602,TL16C550 PLCC-44,1,M35.2,,,,,,
,1603,Diodo Retificador 600v 6A 8ETH06 To-220,1,M36.1,,,,,,
,1604,Diodo Retificador 600v 6A 8ETH06 To-220 Isolado,5,M36.1,,,,,,
,1605,MJE1100 To-126,1,M36.2,,,,,,
,1606,2N6028 To-92,1,M37.1,,,,,,
,1607,40250 To-3,1,M37.2,,,,,,
,1608,Varistor S14K30 30v,1,M38.1,,,,,,
,1609,Resistor 32R4 1/4w 1%,4,M38.2,,,,,,
,1610,Rele Omron G2R-1A-E-T130 12vdc  30v 16A,2,M39.1,,,,,,
,1611,Mosfet 200v 13A IRFU13N20DPBF To-251 ,5,M39.2,,,,,,
,1612,Triac 4A 600v T410-600 Dpak ,1,M40.1,,,,,,
,1613,Transistor 700v 8A BUJ105AB Dpak,1,M40.2,,,,,,
,1614,LED RGB SMD Inovacom (604-AAAF3529LSEEZGKQ),3,M41.1,,,,,,
,1615,KSZ8041TLI PLCC-48,2,M41.2,,,,,,
,1616,Transistor 800v 5A BUL38D To-220,2,M42.1,,,,,,
,1617,TOP224PN Dip-8,0,M42.2,,,,,,
,1618,AQV251 Dip-6,1,M43.1,,,,,,
,1619,ULN2004 Dip-16,16,M43.2,,,,,,
,1620,74F00 Soic-14,1,M44.1,,,,,,
,1621,Fusivel Philips 2A 250V,0,M44.2,,comprar,,,,
,1622,SN74HCT125 Soic-14,1,M45.1,,,,,,
,1623,SN74HCT125 Dip-14,3,M45.1,,,,,,
,1624,,,,,,,,,
,1625,,,,,,,,,
,1626,VN02AN SMD,2,M46.1,,,,,,
,1627,74HC03 Soic-14,8,M46.2,,,,,,
,1628,TL494C Dip-16,1,M47.1,,,,,,
,1629,TL494 Soic-16,5,M47.1,,,,,,
,1630,BCY79 To-18,3,M47.2,,,,,,
,1631,Capacitor Ceramico 22pF,6,M48.1,,,,,,
,1632,Rede Resistiva 1K Zip-9,2,M48.2,,,,,,
,1633,Varistor S20K80 80v,5,N1.1,,,,,,
,1634,S14K130 130v,1,N1.2,,,,,,
,1635,Varistor S9K275 275V,0,N2.1,,,,,,
,1636,Varistor S14K95 95v,2,N2.2,,,,,,
,1637,Varistor S10K20 20V,2,N3.1,,,,,,
,1638,Display diversos ,5,N3.2,,,,,,
,1639,Varistor S10K60 60v,3,N4.1,,,,,,
,1640,Varistor 821KJVR,1,N4.2,,,,,,
,1641,LF398 Dip-8,1,N5.1,,,,,,
,1642,74HC273 Dip-20,11,N5.2,,,,,,
,1643,74HC273 WideSoic-20,11,N5.2,,,,,,
,1644,74HC245 Dip-20,11,N6.1,,,,,,
,1645,74HC245 WideSoic-20,2,N6.1,,,,,,
,1646,74HC245 Tssop-20,2,N6.1,,,,,,
,1647,PONTE D2W203F CRYDOM,1,N6.2,,,,,,
,1648,CA3140E Dip-8,1,N7.1,,,,,,
,1649,AT29C010A Dip-32,1,N7.2,,,,,,
,1650,AT29C010A PLCC32,2,N7.2,,,,,,
,1651,Potenciometro Recartilhado  100K,1,N8.1,,,,,,
,1652,HEF40106 Dip-14,3,N8.2,,,,,,
,1653,HEF40106 Soic-14,1,N8.2,,não comprado,,,,
,1654,LM311N Dip-8,2,N9.1,,,,,,
,1655,LM311D Soic-8,1,N9.1,,,,,,
,1656,PBL3717A Dip-16,1,N9.2,,,,,,
,1657,SN7407 Dip-14,3,N10.1,,,,,,
,1658,Capacitor  Ceramico 100nF (104) ,21,N10.2,,,,,,
,1659,Rele 10A 12VDC (40.31S),1,N11.1,,,,,,
,1660,"Capacitor Poliester 0,01uF 2000Vac",2,N11.2,,,,,,
,1661,Diodo Schottky 1v 60A MBR160 ,7,N12.1,,,,,,
,1662,Ponte Retificadora 600v 1.5A W06M,2,N12.2,,,,,,
,1663,Ponte Retificadora 1000v 1.5A W10M,1,N13.1,,,,,,
,1664,Ponte Retificadora 1000v 6A KBU6M,0,N13.2,,,,,,
,1665,Capacitor Poliester 1uF 305Vac,2,N14.1,,,,,,
,1666,STRS6707,1,N14.2,,,,,,
,1667,BC559 To-92,4,N15.1,,,,,,
,1668,BC183 To-92,5,N15.2,,,,,,
,1669,BC338-25 To-92,3,N16.1,,,,,,
,1670,BC945 To-92,3,N16.2,,,,,,
,1671,A56 To-92,2,N17.1,,,,,,
,1672,BC182 To-92,4,N17.2,,,,,,
,1673,Mosfet 600v 1A MTP1N60E To-220,1,N18.1,,,,,,
,1674,Triac 600v 40A Q6040K7 To-218,1,N18.2,,,,,,
,1675,IGBT 1200v 21A G4PH40UD To-247,1,N19.1,,,,,,
,1676,BC639 To-92,34,N19.2,,,,,,
,1677,74HC165N Dip-16,6,N20.1,,,,,,
,1678,74HC165 Soic-16,6,N20.1,,,,,,
,1679,74LS05 Dip-14,4,N20.2,,,,,,
,1680,74LS283 Dip-16,2,N21.1,,,,,,
,1681,74LS09N Dip-14,3,N21.2,,,,,,
,1682,74HC73 Soic-14,3,N22.1,,,,,,
,1683,74HC164E Dip-14,5,N22.2,,,,,,
,1684,74AC125 Tssop-14,5,N23.1,,,,,,
,1685,74LS165A Dip-16,4,N23.2,,,,,,
,1686,74HC132 Dip-14,3,N24.1,,,,,,
,1687,74HC132 Soic-14,2,N24.1,,,,,,
,1688,BAT54C sot-23 (marking code IL43),4,N24.2,,,,,,
,1689,74HC174 Soic-16,4,N25.1,,,,,,
,1690,74HC112 Dip-16,5,N25.2,,,,,,
,1691,74HC112 Soic-16,8,N25.2,,,,,,
,1692,Y2264A Tssop-14,1,N26.1,,,,,,
,1693,KB355NT,3,N26.2,,,,,,
,1694,Diodo Retificador 500v 14A BYT79-500 To-220,1,N27.1,,,,,,
,1695,74LS13 Dip-14,1,N27.2,,,,,,
,1696,74LS136 Dip-14,1,N28.1,,,,,,
,1697,"2SB778 (Equivalente 2SB778,2SB998) To-247",2,N28.2,,,,,,
,1698,SN74LS132N Dip-14,10,N29.1,,,,,,
,1699,SN74LS132D Soic-14,2,N29.1,,,,,,
,1700,HIN232 Sop-16 largo,1,N29.2,,,,,,
,1701,Diodo  retificador 400v 1A 1N4004,7,N30.1,,,,,,
,1702,Diodo Retificador 50v 1A 1N4001,6,N30.2,,,,,,
,1703,BT134 Sot-253,1,N31.1,,,,,,
,1704,Diodo Retificador 800v 1A 1N4006 ,8,N31.2,,,,,,
,1705,SN75472 Dip-8,1,N32.1,,,,,,
,1706,SN75472 Soic-8,3,N32.1,,,,,,
,1707,IRF730 To-220,1,N32.2,,,,,,
,1708,Transistor 100v 100A NPN TIP142 To-220,2,N33.1,,,,,,
,1709,Transistor 100v 100A NPN Tip142 To-247,8,N33.1,,,,,,
,1710,LM393 DIP-8,4,N33.2,,,,,,
,1711,LM393 Soic-8,2,N33.2,,,,,,
,1712,MC14066BCPG Dip-14,3,N34.1,,,,,,
,1713,MC14066 Soic-14,1,N34.1,,,,,,
,1714,MC14066 Tssop-14,5,N34.1,,,,,,
,1715,SN74HC259N Dip-16,7,N34.2,,,,,,
,1716,SN74HC259D Soic-16,12,N34.2,,,,,,
,,SN74HC259 Soic8,1,N34.2,,,,,,
,1717,SN74LS640 Dip-20,4,N35.1,,,,,,
,1718,M24C16 Dip-8,7,N35.2,,,,,,
,1719,Transistor 100v 10A TIP147 To-220,4,N36.1,,,,,,
,1720,IGBT 1200v 20A IXDH20N120D1 To-247,1,N36.2,,,,,,
,1721,Triac 800v 40A BTA41800B To-247,2,N37.1,,,,,,
,1722,93C66 Dip-8,2,N37.2,,,,,,
,1723,Mosfet 500v 10A 2SK724 To-247,1,N38.1,,,,,,
,1724,Transistor 100v 10A PNP BDX34C To-220,3,N38.2,,,,,,
,1725,LM2931M Soic-8,14,N39.1,,,,,,
,1726,LM1458N Dip-8,9,N39.2,,,,,,
,1727,BD678 To-126,5,N40.1,,,,,,
,1728,7555 Dip-8,1,N40.2,,,,,,
,1729,CD4028B Dip-16,2,N41.1,,,,,,
,1730,Mosfet 100v 30A IRF540 To-220,15,N41.2,,,,,,
,1731,LM2670 To-263,3,N42.1,,,,,,
,1732,Capacitor 27uF 50v,0,N42.2,,comprar,,,,
,1733,HEF4528BP Dip-16,2,N43.1,,,,,,
,1734,AM26LS33ACDR  Soic-16,1,N43.2,,,,,,
,1735,AM26LS33ACN Dip-16,2,N43.2,,,,,,
,1736,6N139 Dip-8,2,N44.1,,,,,,
,1737,IGBT 600v 2A STGF19NC60KD To-220 Isolado,1,N44.2,,,,,,
,1738,MAX232  Sop-16,10,N45.1,,,,,,
,1739,MAX232 Soic-16,14,N45.1,,,,,,
,1740,MAX232 Dip-16,17,N45.1,,,,,,
,1741,SN75158D Soic-8,2,N45.2,,,,,,
,1742,Mosfet 100v 14A IRF9530N To-220,1,N46.1,,,,,,
,1743,IGBT 600v 23A IRG4BC30UDPBF To-220,2,N46.2,,,,,,
,1744,PDZ10B SMD,2,N47.1,,,,,,
,1745,"Capacitor Poliester 0,1uF 250Vac",2,N47.2,,,,,,
,1746,"Capacitor Poliester 0,01uF 275AC",2,N48.1,,,,,,
,1747,L6387 Soic-8,1,N48.2,,,,,,
,1748,DS1210 Dip-8,5,O1.1,,,,,,
,1749,"Fusivel 10A 500V 6,3x32mm Retardo",1,O1.2,,,,,,
,1750,OMF 125V 4A (693-3404.0016.11),5,O2.1,,,,,,
,1751,OMF 125V 1A (693-3404.0009.11),5,O2.1,,,,,,
,1752,Mosfet IRF8736PBF Soic-8,4,O2.2,,,,,,
,1753,Varistor S14K275v 275v,3,O3.1,,,,,,
,1754,Diodo Retificador 1000v 2A S2M SMD,6,O3.2,,,,,,
,1755,CNY65 Dip-4,1,O4.1,,,,,,
,1756,Diodo Zener Z20B 20v 1/2w,9,O4.2,,,,,,
,1757,NCV33272  Soic-8,3,O5.1,,,,,,
,1758,"Diodo Supressor 1,5KE33A Uni.Direcional",3,O5.2,,,,,,
,1759,"Diodo Supressor 1,5KE33CA Bi-Direcional",7,O5.2,,,,,,
,1760,"Terminal Tubular 0,75mm",29,O6.1,,,,,,
,1761,Terminal Tubular 1mm,57,O6.2,,,,,,
,1762,Diodo Schottky 40v 1A 1N5819,3,O7.1,,,,,,
,1763,Capacitor Poliester 220nF 100V,2,O7.2,,,,,,
,1764,BAT54C Sot-23 (marking code TW1),4,o8.1,,,,,,
,1765,IC8255A-5 Dip-40,1,o8.2,,,,,,
,1766,LM336 To-92,1,O9.1,,,,,,
,1767,D44C5 To-220,4,O9.2,,,,,,
,1768,J2078 To-92,10,O10.1,,,,,,
,1769,MPSA56 To-92,1,010.2,,,,,,
,1770,152 3-394 To-220,2,O11.1,,,,,,
,1771,RC427 To-220,1,O11.2,,,,,,
,1772,2N3799 To-18,1,O12.1,,,,,,
,1773,F3-218 427PH1L( 1854-0090 ),9,O12.2,,,,,,
,1774,IRF540N,4,O13.1,,,,,,
,1775,2N2484 To-18,5,O13.2,,,,,,
,1776,2N4117 To-18,2,O14.1,,,,,,
,1777,151-1011 S8449 To-18,1,O14.2,,,,,,
,1778,MM3008 To-18,2,O15.1,,,,,,
,1779,1854-0039 (2N3053) To-18,24,O15.2,,,,,,
,1780,152-0321 (FSA1408) To-18,3,O16.1,,,,,,
,1781,151-0232 (2N2919/2N2484) To-18,7,O16.2,,,,,,
,1782,AC188,2,O17.1,,,,,,
,1783,AD3092 To-18,2,O17.2,,,,,,
,1784,Diodo Zener 110v 1w 1N3045 ,2,O18.1,,,,,,
,1785,Diodo 0333F,6,O18.2,,,,,,
,1786,W400 8547,2,O19.1,,,,,,
,1787,152-0107-00 diodo,2,O19.2,,,,,,
,1788,"Terminal Tubular 0,5mm",44,O20.1,,,,,,
,1789,74HC166N Dip-16,5,O20.2,,,,,,
,1790,Transistor 60v 5A TIP120 To-220,7,O21.1,,,,,,
,1791,SG3525A Dip-16,0,O21.2,,,,,,
,1792,LM748C Dip-8,1,O22.1,,,,,,
,1793,Ponte DF06,44,O22.2,,,,,,
,1794,Regulador 7905 To-220,3,023.1,,,,,,
,1795,Regulador LMC7905 To-3,2,O23.1,,,,,,
,1796,LM301 Dip-8,11,O23.2,,,,,,
,1797,74LS08  Dip-14,3,O24.1,,,,,,
,1798,LT1013 Soic-8,1,O24.2,,,,,,
,1799,Optoacoplador TLP2200 Dip-8,1,O25.1,,,,,,
,1800,OP07 Dip-8,47,O25.2,,,,,,
,1801,OP07 Soic-8,3,O25.2,,,,,,
,1802,74F20 Soic-14,2,O26.1,,,,,,
,1803,LMS1487 Soic-8,4,O26.2,,,,,,
,1804,74HC08D Dip-14,6,O27.1,,,,,,
,1805,74HC08 Sop-14,12,O27.1,,,,,,
,1806,74HC08D Soic-14,6,O27.1,,,,,,
